tweet,irony
Really wishing I was in the PI so I can be in Araneta wearing blue with you guys! Team Abroad there in spirit! Enjoy!,no
Won't enjoy Christmas till Santa releases his tax returns.,no
"when the ticket guy says, ""enjoy the movie"" and you reply, ""you too""",yes
"1M club,fulrun50crs,appreciation,fans satisfaction,almost al targets kottadu,Ignore anties sollu,Just enjoy this success. #Ramcharan #Dhruva",no
Fear is always afraid of love. Never the other way around,yes
A love I thought would be eternal drew to a close & even all the many friends I had are leaving me,no
teach me to open teach to close teach me to trust even when i don't know maybe we were made to love this much.,no
highkey love the fact that my instagram can disabled comments,yes
Please show some love,no
"god bless your new family , love you y'all can wait for the baby boy to get here and see how beautiful you guys look",no
"2017 I plan on getting into the word & strengthening my spirit, bettering myself even more as a person, building self-love & confidence .",no
But now I know how to love someone the right way & support them through everything and pick them up when they give up on themselves.,no
this is a love letter and my empty hands are my opening words to you.,no
"good luck to everyone taking finals/exams! i hope you all do well, study lots but dont overwork yourself. eat and rest lots. love you all",no
"""So you like twenty one pilots?"" ""Yeah I love them!"" ""Who's your fave, Tyler or Josh?"" ""Tyler, Josh is ugly""",yes
A true bestfriend will always push you towards your goal and a true love will always be there to catch you.,yes
"If a girl is stupid enough to love you after you broke her heart, I guarantee you, she is the one.",yes
FXXK IT is so new age Big Bang and Girlfriend is so old school Big Bang...love both tracks so much,no
"Ima always enjoy my man in peace. Y'all don't need to know who I'm dealing with, we know wassup.",no
"Gonna do a thread on what Somalis believed before Islam, I'm doing this because I love learning about our rich history...Enjoy",no
"True love only comes once in a lifetime, so take it as it goes and enjoy every bit of it.",yes
We need a word for when you know you're going to enjoy some recommended piece of culture and so for some reason you avoid it aggressively,no
I only want the purest friendships and to be surrounded by people who actually enjoy my company.,no
Every time I find a food combo that I enjoy I just eat the hell out of it until the thought of it makes me sick,no
Single is not a status. It's a word that describes a person who is strong enough to live and enjoy life without depending on others.,no
“Do you like that show?” “I certainly enjoy the self indulgent version of it I wrote in my head after it began to disappoint me.”,no
Love yourself or nobody will,no
"Kayla is a ""size 4"" and I'm a 2. She asked to borrow my pants and they were too big on her. She still claims to be a ""size 4"" Ha I love her",no
Thank you Rimmie~ I love you so much I. can't. even. explain. it.,no
"Last day of the week na mga loves, let's make it a great one.. Stay positive and spread love. Have a good day to y'all!:)",no
When someone disses your music taste but you see them tweeting about how much they love your fav artist months later,no
If you don't know how to love yourself... How're you gonna know when they're doing it right?,no
"Praying for everyone in Hoboken, NJ whose family members or friends were in the train crash. We're so sorry, sending love, be strong.",no
Much love to everybody who chalked the Diag,no
When I love I love hard. Once you leave it gone be hard but aye what's one thing is hard it'll turn easy,yes
you love her but you'll never be the one you love her but you'll never be enough,yes
We would love to see a new Karthus skin! What kind of skin would you like to be made?,no
I seriously love tf out of this man with all of me !,no
I love college because people can cry or sleep anywhere and everyone just understands,no
Let's mention how the girls on the show aren't portrayed as jealous or bitchy about each other BUT INSTEAD love and support each other!!!!,yes
It's freezing cold outside and I love it,no
"Love is kind, love is for free so love yourself, share some and spread some. x",no
I love my mom but sometimes I wish she would just *clenches fists* read a book,no
Today's political reset button: I dream of a love like the one this dog has for a slide.,yes
"Hey, I love you. Would you love me back?",no
Love your life. Take pictures of everything. Tell people you love them. Talk to random strangers. Do things you're scared to do. Do it now.,no
these are my favorites i love his smile so much just seeing it makes me happy :],no
me : i love my mutuals so much ! anxiety : they probably all have you muted and wanna unfollow so bad me :,yes
"I love the series after love. I would love to read more of tristan, i love him. Greetings from argentina. @imaginator1dx",no
"""That's why i love nestle crunch""",no
"Life is very short, so forgive quickly, believe slowly, love truly, laugh loudly and always remember to thank God for it all.",no
when we dey write love letters in paper in class miss all the moment,no
also kicks down waddas door I LOVE YOU WADDA UR THE BEST <3 <3,no
I will never understand how you can love someone but still hurt them,yes
i hecking love shrimples so much you don't even understand,no
Bru ion kno why but i love packing my football sack the night before the game,yes
update: i love my friends! that is all,no
"I love, support, and fully endorse this convo.. brother Dent and brother Foutz hometown rivalry",no
Glad to say I have never gave up on people first . The love has never faded while I was w someone,yes
i LOVE getting stress hives while studying for chem its the BEST its SO MUCH FUN IM HAVING A GREAT TIME I LOVE COLLEGE,no
im gonna talk about takumi&&sakura everyday from now on they are so important to me i love their support wtf,no
I'm losing sleep I'm losing friends I've got a love/hate/love With the city I'm in,no
i hear love yourself by justin bieber on the radio at work about 7 times a day,no
Love when people put words in my mouth,no
Love that they're blasting music right outside my window while I'm trying to write a paper. Did i mention how much I love it? I LOVE IT.,no
I love the example in the reading about Stephen King #enc2135kr,no
Awww lmao! I love my niece! I feel the same way every time I see myself Truly!,no
If you wanna love me why can't you just trust me,no
"Repetition not failure ask the waves, leaves, wind..we fall in love as many times as needed to learn to hold and be held",no
"If anyone wants to get me anything in my ModCloth shopping bag or on my love list, that'd be great",no
Entirely too many couples on this Blue Line. There shouldn't be this much love in the world.,no
If anyone ever got me a hairless cat I would cry historically and love you unconditionally,yes
the struggle between my love for warm weather and my love for delicata squash is so real.,no
he's so tan I love life,no
i love christmas socks,no
